"term","description","category","English","Japanese","Russian","French","German","Spanish","Portuguese (Brazil)","Chinese (Simplified)","Chinese (Traditional)","Korean","PolskI","Output Localization"
"FollowerInteractions/GiveQuest/Story_5_1a","What a follower says when they give you a quest apart of a story","100","If you really are a chosen one, then can’t you make the crops grow with magic or something?","あなたが本当に選ばし者であるのなら、魔法か何かを使って、農作物を成長させるとかできないのですか？","Если вам и правда благоволит некое божество, значит, вы можете сделать так, чтобы урожай рос как по волшебству?","Si vous êtes vraiment un être divin, vous pouvez faire pousser nos plantations avec de la magie ou un truc comme ça, non ?","Wenn du wirklich der Auserwählte bist, kannst du dann nicht das Getreide mithilfe von Magie oder so wachsen lassen?","Si de verdad eres el elegido, ¿no puedes hacer que las cosechas crezcan mágicamente o algo así?","Se a sua palavra é divina mesmo, não tem como fazer as plantações crescerem usando mágica ou algo do tipo?","假如你真的是神选之羊，那难道不能用魔法什么的让作物长好吗？","假如你真的是神選之羊，那難道不能用魔法什麼的讓作物長好嗎？","당신이 선택받은 이라면, 마법같은 걸로 곡물을 자라게 할 수는 없는 건가요?","Jeśli naprawdę jesteś wybrańcem, to czy nie mógłbyś sprawić, by plony rosły magią czy coś?","""FollowerInteractions/GiveQuest/Story_5_1a"", """""
"FollowerInteractions/GiveQuest/Story_5_1a/Complete","What a follower says when you completed their story quest","100","Wow! That’s amazing!","これはすごい！ 驚きました！","Потрясающе!","Ouah ! C'est incroyable !","Wow! Das ist unglaublich!","¡Hala, qué pasada!","Uau! Que demais!","哇！真神奇！","哇！真神奇！","와! 놀랍군요!","Wow! To niesamowite!","""FollowerInteractions/GiveQuest/Story_5_1a/Complete"", """""
"FollowerInteractions/GiveQuest/Story_5_1b","What a follower says when they give you a quest apart of a story","100","If you really are a chosen one, then shouldn’t the fish be jumping into your net?","あなたが本当に選ばし者であるのなら、魚が自ら網に飛び込んでくるとか、そういうことは起きないのですか？","Если вы и правда ниспосланы нам свыше, разве рыба не должна сама запрыгивать в ваши сети?","Vous êtes une créature supérieure. Les poissons ne devraient-ils pas bondir eux-mêmes dans nos filets ?","Wenn du wirklich der Auserwählte bist, sollten dir die Fische dann nicht von alleine ins Netz springen?","Si de verdad eres el elegido, ¿los peces no deberían saltar directos a tu red?","Se a sua palavra é divina mesmo, os peixes não deveriam estar pulando na sua rede?","假如你真的是神选之羊，那难道不能让鱼跳进你的网子里吗？","假如你真的是神選之羊，那難道不能讓魚跳進你的網子裡嗎？","당신이 진정으로 선택받은 이라면, 왜 당신의 그물로 물고기가 뛰어오르지 않는 겁니까?","Jeśli naprawdę jesteś wybrańcem, to czy ryby nie powinny same wskakiwać do twojej sieci?","""FollowerInteractions/GiveQuest/Story_5_1b"", """""
"FollowerInteractions/GiveQuest/Story_5_1b/Complete","What a follower says when you completed their story quest","100","Wow! That’s amazing!","これはすごい！ 驚きました！","Потрясающе!","Ouah ! C'est incroyable !","Wow! Das ist unglaublich!","¡Hala, qué pasada!","Uau! Que demais!","哇！真神奇！","哇！真神奇！","와! 놀랍군요!","Wow! To niesamowite!","""FollowerInteractions/GiveQuest/Story_5_1b/Complete"", """""
"FollowerInteractions/GiveQuest/Story_5_2","What a follower says when they give you a quest apart of a story","100","Leader, I am ashamed to have ever doubted you. I am steeped in sin! The only thing left for me to offer is your life. It would be an honor to be sacrificed in your name.","教祖よ、あなたへの疑いを抱いたことを、私はこの上なく恥じています。私は罪深き存在だ！ 私に唯一できること、それは命を捧げることでしょう。あなたの名の下に、私を生贄としていただけませんか。","Мне стыдно за сомнения, которые когда-то одолели меня. Я чувствую тяжесть своих грехов и хочу избавиться от неё навсегда. Прошу вас, принесите меня в жертву.","Guide, j'ai honte d'avoir douté de vous. Je vivais dans le péché ! Je n'ai pas d'autre choix pour me faire pardonner que de vous offrir ma vie. Sacrifiez-moi en votre nom !","Anführer, ich schäme mich dafür, je an dir gezweifelt zu haben. Ich bin von Sünde durchdrungen! Ich kann dir bloß noch mein Leben anbieten. Es wäre mir eine Ehre, in deinem Namen geopfert zu werden.","Líder, me avergüenzo de haber dudado de ti. ¡He pecado! Solo puedo ofrecerte mi vida. Sería un honor morir en tu nombre.","Líder, me envergonho de ter duvidado de você. Me afundei em pecado! A única coisa que me resta oferecer é a minha vida. Seria uma honra me sacrificar em seu nome.","教主，过去怀疑您让我羞愧万分。我真是罪大恶极！我唯一剩下能献给您的只有我这条命了。对我来说，以教主之名献祭我是一种光荣。","教主，過去懷疑您讓我羞愧萬分。我真是罪大惡極！我唯一剩下能獻給您的只有我這條命了。對我來說，以教主之名獻祭我是一種光榮。","지도자님, 당신을 의심한 것에 대해 부끄러움을 느낍니다. 제가 죄를 저질렀습니다! 이제 제가 드릴 것은 제 삶 뿐입니다. 당신의 이름으로 절 제물로 바쳐주신다면 영광일 것 같습니다.","Przywódco, wstydzę się, że kiedyś wątpiłem w ciebie. Tonę w grzechu! Jedynym, co mi zostało, jest twoje życie. Byłoby zaszczytem zostać poświęconym w twoim imieniu.","""FollowerInteractions/GiveQuest/Story_5_2"", """""
"FollowerInteractions/GiveQuest/Story_5_2/Complete","What a follower says when you completed their story quest","100","Thank you for sacrificing them, I’m sure they are happy now!","あの者を生贄として捧げてくださりありがとうございます。あの者も喜んでいることでしょう！","Спасибо за жертвоприношение. Земля пухом.","Quel beau sacrifice ! Que notre camarade repose en paix.","Vielen Dank für die Opferung, ich bin sicher, dass du jemanden damit glücklich gemacht hast!","¡Gracias por aceptar su sacrificio! ¡Seguro que ahora es feliz!","Obrigado pelo sacrifício. Tenho certeza de que está feliz agora!","谢谢您献祭那位教友，对方现在肯定很开心！","謝謝您獻祭那位教友，對方現在肯定很開心！","그를 제물로 바쳐주셔서 감사합니다. 분명 그도 기뻤을 겁니다!","Dziękuję, że ich poświęciłeś, jestem pewien, że są teraz szczęśliwi!","""FollowerInteractions/GiveQuest/Story_5_2/Complete"", """""
"FollowerInteractions/GiveQuest/Story_6_0","What a follower says when they give you a quest apart of a story","100","Psst! Leader! Rumour has it that <color=#FFD201>{0}</color> is a spy, sent by an enemy Cult to undermine your great power… you should go speak with them and see what they have to say for themselves.","シーッ！ 教祖よ！ ウワサによれば <color=#FFD201>{0}</color> は、あなたの威光に傷を付けるため、敵対する教団から送り込まれたスパイだとか…やつがどう言い訳するのか、直接話してはいかがでしょう。","Пс-с-с! Послушайте! Ходят слухи, что <color=#FFD201>{0}</color> шпионит за нами, чтобы последователи другого божества узнали все ваши планы и подорвали вашу власть. Думаю, пора устроить кое-кому допрос.","Psst... ! Guide ! On raconte que <color=#FFD201>{0}</color> est en réalité un agent-double appartenant à un autre culte ! Vous devez confronter cet odieux personnage !","Psst! Anführer! Es gibt Gerüchte, dass <color=#FFD201>{0}</color> ein Spion ist, von einem feindlichen Kult gesandt, um deine Macht zu untergraben … du solltest mit dieser Person sprechen und die Wahrheit herausfinden.","¡Psst! ¡Líder! Corre el rumor de que <color=#FFD201>{0}</color> es espía y que trabaja para una secta enemiga que quiere minar tu gran poder. Deberías hablar con <color=#FFD201>{0}</color> para averiguar qué dice.","Psiu! Líder! Estão dizendo por aí que <color=#FFD201>{0}</color> está nos espionando a mando de um Culto inimigo para enfraquecer o seu grande poder... Você deveria ver o que <color=#FFD201>{0}</color> tem a dizer quanto a isso.","喂！教主！大家谣传<color=#FFD201>{0}</color>是敌对邪教派来颠覆您伟大力量的间谍……您得去找那人谈谈，听听对方对此有什么解释。","喂！教主！大家謠傳<color=#FFD201>{0}</color>是敵對邪教派來顛覆您偉大力量的間諜……您得去找那人談談，聽聽對方對此有什麼解釋。","쉬잇! 지도자님! <color=#FFD201>{0}</color> 추종자가 사실은 적대 교단에서 당신의 위대한 힘을 약화시키기 위해 잠입한 스파이라는 말이 있습니다... 그와 이야기를 나눠보셔서 어떤 변명을 하는지 한 번 알아보시지요.","Psst! Przywódco! Krążą plotki, że <color=#FFD201>{0}</color> jest szpiegiem wysłanym przez wrogi Kult, by podważyć twoją wielką władzę… powinieneś z nimi porozmawiać i zobaczyć, co mają do powiedzenia.","""FollowerInteractions/GiveQuest/Story_6_0"", """""
"FollowerInteractions/GiveQuest/Story_6_0/Complete","What a follower says when you completed their story quest","100","Well obviously they're hiding something! You must believe me, Leader!","明らかにやつはなにかを隠しています！ どうか私を信じてください、教祖よ！","Здесь явно что-то нечисто! Меня не проведёшь!","Cette créature cache quelque chose ! Vous devez me croire, Guide !","Nun, offensichtlich ist da etwas im Busch! Du musst mir glauben, Anführer!","¡Está claro que esconde algo! ¡Tienes que creerme, líder!","Bom, com certeza tem mais coisa nessa história! Acredite em mim, Líder!","嗯，对方显然有所隐瞒！请您一定要相信我啊，教主！","嗯，對方顯然有所隱瞞！請您一定要相信我啊，教主！","정말로 뭔가를 숨기고 있었군요! 절 믿으셔야 합니다, 지도자님!","No cóż, oczywiście coś ukrywają! Musisz mi uwierzyć, Przywódco!","""FollowerInteractions/GiveQuest/Story_6_0/Complete"", """""
"FollowerInteractions/Story_6_0/Response","What a follower says when you talk to them","100","Hello, Leader! What a beautiful day in paradise. And might I say, you look extra glorious today.","こんにちは、教祖様！ 今日は楽園のような、素晴らしい日ですね。それに加え、あなたもいつにも増して輝いて見えます。","Приветствую вас! Сегодня прекрасный день, и вы тоже сегодня выглядите прекрасно!","Bonjour, vénérable Guide ! Votre aura rayonne et nous protège tous ! Ah, quelle journée exquise...","Hallo, Anführer! Was für ein schöner Tag im Paradies. Und wenn ich hinzufügen darf, du siehst heute besonders glorreich aus.","¡Hola, líder! Qué gran día en el paraíso. Y, si me lo permites, pareces más glorioso que nunca.","Olá, Líder! Que belo dia neste paraíso. E devo dizer, você está com uma aparência ilustríssima hoje.","您好，教主！今天是乐园里美好的一天。另外容我说一句，您今天看起来格外尊荣呢。","您好，教主！今天是樂園裡美好的一天。另外容我說一句，您今天看起來格外尊榮呢。","안녕하세요, 지도자님! 낙원에서의 아름다운 날이네요. 그리고 말씀 드릴 것이, 오늘 따라 더 영광스럽게 보입니다.","Witaj, Przywódco! Piękny dzień w raju. Muszę też dodać, że wyglądasz dziś wyjątkowo wspaniale.","""FollowerInteractions/Story_6_0/Response"", """""
"FollowerInteractions/GiveQuest/Story_6_1","What a follower says when they give you a quest apart of a story","100","Leader, <color=#FFD201>{0}</color> continues to masquerade as faithful… something must be done! You need to imprison them!","教祖よ、 <color=#FFD201>{0}</color> は未だに信心深いフリをしているようです…裁きをくだすべきではないでしょうか！ やつを首枷に捕まえるべきです！","<color=#FFD201>{0}</color> всё ещё притворяется, будто поклоняется вам… Нужно принять меры! Шпионы должны сидеть в тюрьме!","Vénérable Guide, <color=#FFD201>{0}</color> prétend encore être fidèle à notre culte, mais c'est un mensonge ! Il faut agir et l'envoyer en prison !","Anführer, <color=#FFD201>{0}</color> macht weiterhin einen auf gläubig … es muss etwas geschehen! Ins Gefängnis mit den Ungläubigen!","Líder, <color=#FFD201>{0}</color> sigue haciéndose pasar por fiel… ¡Hay que hacer algo! ¡A la cárcel!","Líder, <color=#FFD201>{0}</color> continua tentando se passar por fiel... Temos que fazer algo! Talvez a prisão!","教主，<color=#FFD201>{0}</color>一直在假装虔诚……必须采取行动！您得把对方囚禁起来！","教主，<color=#FFD201>{0}</color>一直在假裝虔誠……必須採取行動！您得把對方囚禁起來！","지도자님, <color=#FFD201>{0}</color> 추종자가 계속해서 믿음이 있는 척 가장하고 있습니다... 무슨 조치를 취해야 합니다! 그를 가둬주세요!","Przywódco, <color=#FFD201>{0}</color> nadal udaje wiernego… coś trzeba z tym zrobić! Musisz ich uwięzić!","""FollowerInteractions/GiveQuest/Story_6_1"", """""
"FollowerInteractions/GiveQuest/Story_6_1/Complete","What a follower says when you completed their story quest","100","Thank you for keeping us safe, Leader.","私たちの平和を守ってくださりありがとうございます、教祖よ。","Спасибо, что храните наш покой.","Merci d'assurer notre sécurité, Guide.","Danke, dass du für unsere Sicherheit sorgst, Anführer.","Gracias por mantenernos a salvo, Líder.","Agradecemos por nos proteger, Líder.","谢谢您保护大家的安全，教主。","謝謝您保護大家的安全，教主。","우리의 안전을 지켜주셔서 감사합니다, 지도자님.","Dziękujemy, że nas chronisz, Przywódco.","""FollowerInteractions/GiveQuest/Story_6_1/Complete"", """""
"FollowerInteractions/GiveQuest/Story_6_2","What a follower says when they give you a quest apart of a story","100","Leader, <color=#FFD201>{0}</color> will not give up their games… I fear you must take care of them. Permanently. Sacrifice them!","教祖よ、 <color=#FFD201>{0}</color> はまだ諦めていないようです…やつを排除すべきではないでしょうか。やつを生贄に捧げましょう！","Это возмутительно! <color=#FFD201>{0}</color> опять ведёт двойную игру! Мне кажется, пора разобраться с этим раз и навсегда. Совершите жертвоприношение!","Guide, <color=#FFD201>{0}</color> persiste dans ses mensonges... Une solution plus radicale s'impose. Nous devons régler le problème pour de bon... Au bûcher !","Anführer, <color=#FFD201>{0}</color> hört nicht mit den Spielchen auf … ich fürchte, du musst dich darum kümmern. Dauerhaft. Das verlangt nach einem Opfer!","Líder, <color=#FFD201>{0}</color> sigue con sus jueguecitos… Me temo que tienes que hacer algo al respecto, para siempre. ¡Yo voto por el sacrificio!","Líder, <color=#FFD201>{0}</color> não desiste de fazer seus joguinhos... Creio que você deva fazer algo a respeito. Algo permanente. Como um sacrifício!","教主，<color=#FFD201>{0}</color>不肯放弃玩花样……您恐怕必须处置对方了，斩草除根。献祭对方吧！","教主，<color=#FFD201>{0}</color>不肯放棄玩花樣……您恐怕必須處置對方了，斬草除根。獻祭對方吧！","지도자님, <color=#FFD201>{0}</color> 추종자가 자기 역할을 불지 않고 있습니다... 그를 직접 처리하셔야 할 거 같습니다. 영원히요. 그를 제물로 바쳐버리세요!","Przywódco, <color=#FFD201>{0}</color> nie porzuci swoich gier… obawiam się, że musisz się nimi zająć. Na stałe. Poświęć ich!","""FollowerInteractions/GiveQuest/Story_6_2"", """""
"FollowerInteractions/GiveQuest/Story_6_2/Complete","What a follower says when you completed their story quest","100","You have done what you must for the good of us all. They were a traitor!","正義を執行してくださり、ありがとうございます。これで反逆者はいなくなりました！","Вы сделали всё, что могли. Пусть предатели знают, что пощады не будет.","C'était la seule solution, pour notre bien à tous. Pas de pitié pour les traîtres !","Du hast getan, was für das Wohl aller nötig war. Nieder mit den Verrätern!","Has hecho lo correcto por todos nosotros. ¡Nos había traicionado!","Você fez o necessário por nós. Estávamos sendo traídos!","您这么做是为了所有教友着想，是必要的。对方是叛徒！","您這麼做是為了所有教友著想，是必要的。對方是叛徒！","우리 모두를 위한 일을 하셨습니다. 그는 배신자였으니까요!","Zrobiłeś, co trzeba dla dobra nas wszystkich. Byli zdrajcami!","""FollowerInteractions/GiveQuest/Story_6_2/Complete"", """""
"FollowerInteractions/GiveQuest/Story_7_0","What a follower says when they give you a quest apart of a story","100","Leader, it would be so funny if we pulled some hilarious pranks on <color=#FFD201>{0}</color>. They are a real picky eater, so let's make them eat poop!","教祖よ、 <color=#FFD201>{0}</color> にドッキリを仕掛けたら面白いとは思いませんか？ やつは好き嫌いが激しいんです。だからウンチを食べさせましょう！","Мне кажется, немного смеха никому не помешает! <color=#FFD201>{0}</color> очень придирчиво относится к еде — будет смешно, если вместо мяса или рыбы вы положите экскременты!","Guide, et si nous faisions des farces aux autres membres du culte ? <color=#FFD201>{0}</color> fait toujours la fine bouche, préparons-lui un plat à base d'excréments !","Anführer, es wäre so lustig, wenn wir <color=#FFD201>{0}</color> Streiche spielen würden. So wählerischen Essern sollte man mal etwas Kot vorsetzen!","Líder, sería la monda si le tomáramos el pelo a <color=#FFD201>{0}</color>. Es muy tiquismiquis con la comida, ¡que coma caca!","Líder, seria tão engraçado se fizéssemos umas pegadinhas insanas. <color=#FFD201>{0}</color> tem muita frescura para comer, então vamos servir cocô!","教主，如果能对<color=#FFD201>{0}</color>来点欢乐恶作剧的话，一定很好玩。那人非常挑食，不如就逼对方吃便便吧！","教主，如果能對<color=#FFD201>{0}</color>來點歡樂惡作劇的話，一定很好玩。那人非常挑食，不如就逼對方吃便便吧！","지도자님, <color=#FFD201>{0}</color> 추종자에게 장난을 친다면 정말 재밌을 거 같네요. 워낙 음식을 가려 먹으니, 똥을 먹게 만들어봅시다!","Przywódco, byłoby zabawnie, gdybyśmy zrobili kilka śmiesznych kawałów <color=#FFD201>{0}</color>. Są bardzo wybredni, więc zmusimy ich do jedzenia kupy!","""FollowerInteractions/GiveQuest/Story_7_0"", """""
"FollowerInteractions/GiveQuest/Story_7_0/Complete","What a follower says when you completed their story quest","100","Haha oh Leader, you are so funny! We are so lucky to have such a leader with such a great sense of humour.","はははっ、なんて面白いんでしょう！ あなたのようなユーモアある方が導いてくれるなんて、私たちはとても幸運です。","Ха-ха-ха, это было уморительно! Нам всем повезло, что у вас такое прекрасное чувство юмора!","Ha ha ha, vous êtes si drôle ! Quelle chance que notre Guide ait un tel sens de l'humour !","Haha, ach Anführer, du bist so witzig! Wir haben so ein Glück, einen Anführer mit solch einem Sinn für Humor zu haben.","¡Ja, ja, ja! ¡Qué gracioso eres, líder! Qué suerte tenemos de contar con un guía con tanto sentido del humor.","Haha! Ó, líder, você vai me matar de tanto rir! Que sorte a nossa ter um líder tão bem-humorado como você.","哈哈，喔教主啊，您真是风趣！能有您这么富有幽默感的教主，我们太幸运。","哈哈，喔教主啊，您真是風趣！能有您這麼富有幽默感的教主，我們太幸運。","하하 지도자님, 정말 재밌으시군요! 이렇게 유머감각이 넘치는 분을 지도자로 모시게 되어서 참으로 행운입니다.","Haha, o Przywódco, jesteś taki zabawny! Mamy szczęście mieć takiego przywódcę z poczuciem humoru.","""FollowerInteractions/GiveQuest/Story_7_0/Complete"", """""
"FollowerInteractions/GiveQuest/Story_7_1","What a follower says when they give you a quest apart of a story","100","Leader, that was hilarious! Let's do it again. I know <color=#FFD201>{0}</color> will find the funny side of it.","この前のイタズラは最高でしたね！ もう一度やりましょう。 <color=#FFD201>{0}</color> 自身も楽しんでくれるはずですよ。","До сих пор вспоминаю нашу с вами шутку! Давайте повторим, <color=#FFD201>{0}</color> наверняка оценит.","C'était tellement amusant ! Et si on remettait ça ? <color=#FFD201>{0}</color> va finir par trouver ça drôle, c'est certain !","Anführer, das war urkomisch! Machen wir es noch einmal. Ich weiß, dass <color=#FFD201>{0}</color> es auch witzig finden wird.","¡Ha sido para morirse de risa, líder! Otra vez. Seguro que <color=#FFD201>{0}</color> le acaba viendo la gracia.","Líder, aquilo foi hilário! Vamos fazer de novo. Sei que <color=#FFD201>{0}</color> vai levar na boa.","教主，之前那招真好笑！再来一次吧。<color=#FFD201>{0}</color>肯定也会了解到恶作剧的风趣之处。","教主，之前那招真好笑！再來一次吧。<color=#FFD201>{0}</color>肯定也會瞭解到惡作劇的好笑之處。","지도자님, 정말 웃겼습니다! 다시 한 번 하지요. <color=#FFD201>{0}</color> 추종자도 분명 재밌는 걸 알아줄 겁니다.","Przywódco, to było zabawne! Zróbmy to jeszcze raz. Wiem, że <color=#FFD201>{0}</color> znajdzie w tym coś śmiesznego.","""FollowerInteractions/GiveQuest/Story_7_1"", """""
"FollowerInteractions/GiveQuest/Story_7_1/Complete","What a follower says when you completed their story quest","100","I can't believe they fell for it again! I couldn't stop laughing, how did they manage to finish the whole thing without realising?","同じドッキリにまた引っかかるなんて！ 笑いが止まりませんでした。気付かずに全部食べ切るだなんて、正直驚きですよね。","Поверить не могу, даже тени подозрения не возникло! Как вспомню, начинаю хохотать!","Cette andouille ne s'est doutée de rien ! L'image de ce plat d'excréments restera à jamais gravée dans ma tête !","Nicht zu glauben, dass es noch einmal funktioniert hat! Über dieses Gesicht beim Kauen des Dreckkuchens könnte ich mich noch immer kaputtlachen.","¡No me lo puedo creer! ¡Ha vuelto a picar! ¡Menuda cara ha puesto mientras se tragaba ese pastel de barro! ¡Casi me atraganto yo!","Não acredito que deu certo de novo! Aquela cara depois de abocanhar a torta de lama me fez chorar de rir!","对方居然又中招了！那人咀嚼吃下粪土派的表情让我笑个不停！","對方居然又中招了！那人咀嚼吃下糞土派的表情讓我笑個不停！","또 속아넘다니 정말 믿기지가 않습니다! 웃음을 멈출 수가 없어요. 어떻게 알아차리지도 못하고 다 먹을 수가 있지요?","Nie mogę uwierzyć, że znowu się na to złapali! Nie mogłem przestać się śmiać, jak udało im się skończyć to wszystko, nie zauważając?","""FollowerInteractions/GiveQuest/Story_7_1/Complete"", """""
"FollowerInteractions/GiveQuest/Story_7_2","What a follower says when they give you a quest apart of a story","100","Leader, I have our next prank. We put <color=#FFD201>{0}</color> in prison! They will be terrified, it will be so funny.","教祖よ、次のドッキリを思いつきました。 <color=#FFD201>{0}</color> を首枷に捕まえましょう！ ビビッて震え上がる姿、絶対面白いと思うんです。","Я знаю, какой ещё розыгрыш можно устроить. Будет смешно, если <color=#FFD201>{0}</color> окажется в тюрьме!","Guide, j'ai une nouvelle idée ! Et si on fichait la frousse à <color=#FFD201>{0}</color> en l'envoyant en prison ? Ce serait si drôle !","Anführer, ich weiß, welchen Streich wir als Nächstes spielen können. Stecken wir <color=#FFD201>{0}</color> ins Gefängnis! Das ist furchteinflößend und wird so lustig sein!","Líder, ya sé cuál será la próxima broma. ¡Vamos a meter a <color=#FFD201>{0}</color> en la cárcel! ¡Se va a morir de miedo! Verás qué risas.","Líder, já sei a próxima pegadinha: vamos colocar <color=#FFD201>{0}</color> na prisão! Vai ser muito engraçado ver o medo em seus olhos.","教主，我想到新的恶作剧了，把<color=#FFD201>{0}</color>关进牢狱！对方一定会吓死，这样肯定很好玩。","教主，我想到新的惡作劇了，把<color=#FFD201>{0}</color>關進牢獄！對方一定會嚇死，這樣肯定很好玩。","지도자님, 다음 장난을 준비했습니다. <color=#FFD201>{0}</color> 추종자를 가두는 겁니다! 겁에 질릴 터이니, 정말로 재밌겠죠.","Przywódco, mam kolejny kawał. Wsadziliśmy <color=#FFD201>{0}</color> do więzienia! Będą przerażeni, to będzie takie śmieszne.","""FollowerInteractions/GiveQuest/Story_7_2"", """""
"FollowerInteractions/GiveQuest/Story_7_2/Complete","What a follower says when you completed their story quest","100","They were so confused and scared - it was so funny! I'll have to think of how we can top that prank next time!","混乱して怖がってるあの顔――本当に面白かった！ 今回のドッキリを超えるにはどうすればいいのか、また考えないとですね！","Никогда не забуду этот взгляд, полный растерянности и страха! Розыгрыш смешнее этого будет сложновато придумать!","Vous lui avez flanqué une peur bleue, j'en ris encore ! Il va falloir que je me creuse la tête pour que la prochaine farce soit à la hauteur de celle-ci !","Diese Verwirrung und die Angst – es hat so Spaß gemacht! Ich muss mir überlegen, wie wir diesen Streich beim nächsten Mal noch überbieten können.","¡Vaya miedo ha pasado, no sabía de qué iba la historia! ¡Qué risas! ¡Voy a tener que pensar en otra broma para superar esa!","Ver todo aquele medo e confusão foi muito engraçado! Tenho que pensar em como superar essa pegadinha na próxima!","对方一脸困惑惊恐——真是太好笑了！我得好好想想还有什么更厉害的恶作剧！","對方一臉困惑驚恐——真是太好笑了！我得好好想想還有什麼更厲害的惡作劇！","정말 혼란스럽고 겁에 질려하고 있습니다. 너무 재밌네요! 다음 번엔 어떤 장난을 쳐야할지 모르겠습니다!","Byli tak zmieszani i przestraszeni – to było takie zabawne! Muszę wymyślić, jak przebić ten kawał następnym razem!","""FollowerInteractions/GiveQuest/Story_7_2/Complete"", """""
"FollowerInteractions/GiveQuest/Story_7_3","What a follower says when they give you a quest apart of a story","100","OK, so it's time to take these pranks to the next level... let's murder <color=#FFD201>{0}</color>. It will be hilarious!","さあ、最高峰のドッキリを仕掛けましょう… <color=#FFD201>{0}</color> を殺すんです。これは絶対面白くなりますよ！","До этого мы шутили мягко — настало время настоящего розыгрыша! Представьте, как все посмеются, когда <color=#FFD201>{0}</color> умрёт!","Il est temps de passer aux choses sérieuses... Tuons <color=#FFD201>{0}</color> ! Ce sera tordant !","Gut, es ist an der Zeit, diese Streiche auf die nächste Ebene zu heben … lass uns <color=#FFD201>{0}</color> ermorden. Das wird zum Schreien!","Bueno, ha llegado el momento de llevar las bromas al siguiente nivel... Vamos a asesinar a <color=#FFD201>{0}</color>. ¡Te partes!","Beleza, é hora de elevar o nível agora... Vamos assassinar <color=#FFD201>{0}</color>. Será hilário!","好，该来点更厉害的恶作剧了……杀害<color=#FFD201>{0}</color>吧，肯定很好笑！","好，該來點更厲害的惡作劇了……殺害<color=#FFD201>{0}</color>吧，肯定很好笑！","좋습니다. 우리 장난을 다음 단계로 한 번 이어나가봅시다... <color=#FFD201>{0}</color> 추종자를 죽이는 겁니다. 정말 웃길 겁니다!","OK, czas przenieść te kawały na wyższy poziom... zamordujmy <color=#FFD201>{0}</color>. To będzie zabawne!","""FollowerInteractions/GiveQuest/Story_7_3"", """""
"FollowerInteractions/GiveQuest/Story_7_3/Complete","What a follower says when you completed their story quest","100","Haha I can't stop laughing, the look of terror in their eyes was hysterical! You are too funny! Pranking is the best.","はははっ、もう笑いが止まりませんよ。あの恐怖に染まった目、もう本当におかしくて！ あなたといると飽きませんね！ ドッキリ、サイコー！","Ха-ха-ха! Как же это смешно! Такой ужас в глазах мне впервые довелось увидеть! Спасибо, что помогли провернуть эти весёлые розыгрыши!","Ha ha ha, son regard effrayé avant de mourir, c'était excellent ! Vous êtes incroyable. Rien ne vaut une bonne farce...","Haha, ich kriege mich nicht mehr ein vor Lachen. Dieser Ausdruck des Schreckens in den Augen, urkomisch! Es geht doch nichts über Streiche.","¡Ja, ja, ja! No puedo dejar de reír. Casi me da un parillo con la cara de terror que ha puesto. ¡Eres demasiado! Las bromas son lo más.","Haha! Não consigo parar de rir! Aquele olhar de terror foi sensacional! Você é uma figura! Adoro pegadinhas.","哈哈，我笑到停不下来，对方眼里的惊恐神情真是太爆笑了！您真是风趣！恶作剧最棒了。","哈哈，我笑到停不下來，對方眼裡的驚恐神情真是太爆笑了！您真是風趣！惡作劇最棒了。","하하하 웃음이 안 멈추네요. 그 눈에 어린 공포를 보면 정말 너무도 웃기다니까요! 너무나도 재밌으신 분입니다! 장난은 최고지요.","Haha, nie mogę przestać się śmiać, wyraz terroru w ich oczach był przezabawny! Jesteś za zabawny! Kawały są najlepsze.","""FollowerInteractions/GiveQuest/Story_7_3/Complete"", """""
